id,file_name,file_index,img_type,time_utc,minute_offsets,episode_id,event_id,event_type,llcrnrlat,llcrnrlon,urcrnrlat,urcrnrlon,proj,size_x,size_y,height_m,width_m,data_min,data_max,pct_missing,mid_lat,mid_long
S822718,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,185,vil,5/8/19 5:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,135483,822718,Thunderstorm Wind,35.44164243,-98.97117887,38.85018282,-94.58087946,#NAME?,384,384,384000,384000,0,254,0.653061224,37.14591263,-96.77602917
S824092,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,186,vil,5/8/19 17:18,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,137292,824092,Thunderstorm Wind,28.75062038,-99.6564611,32.19941304,-95.64332166,#NAME?,384,384,384000,384000,0,254,0.775510204,30.47501671,-97.64989138
S806409,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,187,vil,2/12/19 16:19,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,134584,806409,Thunderstorm Wind,29.94542372,-89.14127289,32.9757791,-84.68063921,#NAME?,384,384,384000,384000,0,254,0.144013212,31.46060141,-86.91095605
S813010,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,188,vil,3/23/19 0:57,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,135529,813010,Tornado,33.11082697,-103.9911269,36.70664181,-99.95193652,#NAME?,384,384,384000,384000,0,254,0,34.90873439,-101.9715317
S834579,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,189,vil,6/27/19 20:06,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,136950,834579,Thunderstorm Wind,39.07216687,-83.01105159,41.77243259,-77.63284214,#NAME?,384,384,384000,384000,0,254,0,40.42229973,-80.32194687
S837313,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,190,vil,6/16/19 4:51,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,138440,837313,Tornado,33.83781117,-99.21188741,37.25828033,-94.92589299,#NAME?,384,384,384000,384000,0,254,0.142838735,35.54804575,-97.0688902
S817245,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,191,vil,5/26/19 10:35,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,136187,817245,Thunderstorm Wind,39.04513997,-86.30756165,41.90292184,-81.07618825,#NAME?,384,384,384000,384000,0,254,0,40.47403091,-83.69187495
S828489,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,192,vil,5/9/19 21:56,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,137869,828489,Flash Flood,29.05016621,-95.10719766,32.3266463,-90.9116157,#NAME?,384,384,384000,384000,0,254,0.291532279,30.68840626,-93.00940668
S816255,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,193,vil,5/16/19 1:36,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,136024,816255,Thunderstorm Wind,45.85039886,-100.0096927,49.29508204,-94.87023022,#NAME?,384,384,384000,384000,0,254,0,47.57274045,-97.43996146
S822765,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,194,vil,6/28/19 22:45,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,137078,822765,Thunderstorm Wind,27.32814538,-84.67929186,30.18276737,-80.21551942,#NAME?,384,384,384000,384000,0,254,0.469387755,28.75545638,-82.44740564
S839434,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,195,vil,6/18/19 23:20,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,139502,839434,Thunderstorm Wind,36.73093156,-79.47299611,39.27342073,-74.16026735,#NAME?,384,384,384000,384000,0,254,0.366417294,38.00217615,-76.81663173
S829842,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,196,vil,5/25/19 23:45,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,138099,829842,Thunderstorm Wind,41.47431333,-80.62312051,44.03961217,-74.90247177,#NAME?,384,384,384000,384000,0,254,0,42.75696275,-77.76279614
S836537,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,197,vil,6/28/19 1:18,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,139080,836537,Thunderstorm Wind,46.35566774,-110.8777144,50.20722485,-106.4299102,#NAME?,384,384,384000,384000,0,254,0.220531507,48.2814463,-108.6538123
S835132,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,198,vil,6/21/19 19:05,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,138835,835132,Thunderstorm Wind,36.0656197,-94.14961335,39.28040338,-89.5022657,#NAME?,384,384,384000,384000,0,254,0.448979592,37.67301154,-91.82593953
S842355,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,199,vil,6/25/19 0:47,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,140014,842355,Hail,41.03765109,-91.02991969,44.10352527,-85.84157754,#NAME?,384,384,384000,384000,0,252,0.295635197,42.57058818,-88.43574862
S818697,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,200,vil,4/13/19 17:15,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,135800,818697,Thunderstorm Wind,29.68167475,-98.5368607,33.08657548,-94.4385209,#NAME?,384,384,384000,384000,0,254,0.295449324,31.38412512,-96.4876908
S813625,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,201,vil,4/8/19 21:35,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,135612,813625,Thunderstorm Wind,29.16529519,-83.86327736,31.97073624,-79.26470848,#NAME?,384,384,384000,384000,0,254,0,30.56801572,-81.56399292
S839588,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,202,vil,6/21/19 10:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,139575,839588,Flood,42.13765976,-79.44373658,44.63741709,-73.59907626,#NAME?,384,384,384000,384000,0,168,0.069219818,43.38753843,-76.52140642
S838187,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,203,vil,6/18/19 20:41,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,139348,838187,Hail,35.9917708,-99.6448959,39.42534798,-95.25202841,#NAME?,384,384,384000,384000,0,254,0.102040816,37.70855939,-97.44846216
S832567,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,204,vil,6/23/19 4:46,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,138461,832567,Flash Flood,39.92568168,-95.98300248,43.20777289,-91.13755968,#NAME?,384,384,384000,384000,0,254,0.408163265,41.56672729,-93.56028108
S808486,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,205,vil,3/11/19 21:43,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,134890,808486,Hail,30.20291601,-85.74553453,33.08509203,-81.14837027,#NAME?,384,384,384000,384000,0,254,0,31.64400402,-83.4469524
S818290,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,206,vil,5/31/19 23:13,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,136337,818290,Hail,27.57577815,-83.21120695,30.36366504,-78.68550794,#NAME?,384,384,384000,384000,0,254,0,28.9697216,-80.94835745
S836039,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,207,vil,5/29/19 4:07,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,138913,836039,Tornado,35.94057601,-101.8219672,39.45603316,-97.53413273,#NAME?,384,384,384000,384000,0,254,0,37.69830459,-99.67804997
S819889,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,208,vil,6/17/19 20:10,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,136659,819889,Hail,33.42783333,-107.3236629,37.13737888,-103.4190707,#NAME?,384,384,384000,384000,0,254,0,35.28260611,-105.3713668
S834291,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,209,vil,6/24/19 19:50,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,138726,834291,Thunderstorm Wind,37.09879908,-80.67702013,39.69813976,-75.37970198,#NAME?,384,384,384000,384000,0,254,0,38.39846942,-78.02836106
S836643,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,210,vil,6/17/19 18:39,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,136667,836643,Thunderstorm Wind,35.55092418,-82.15829554,38.23312003,-77.0492617,#NAME?,384,384,384000,384000,0,254,0.181662077,36.89202211,-79.60377862
S817027,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,211,vil,6/2/19 19:48,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,136144,817027,Hail,41.98527266,-105.4115532,45.63424442,-100.9266593,#NAME?,384,384,384000,384000,0,254,0,43.80975854,-103.1691063
S824223,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,212,vil,6/28/19 3:15,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,137317,824223,Thunderstorm Wind,34.89933752,-86.40610442,37.78337948,-81.5155604,#NAME?,384,384,384000,384000,0,254,0.387755102,36.3413585,-83.96083241
S808581,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,213,vil,4/22/19 4:18,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,134902,808581,Hail,39.09321485,-98.97332208,42.49735226,-94.34220844,#NAME?,384,384,384000,384000,0,254,0,40.79528356,-96.65776526
S805105,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,214,vil,3/31/19 0:35,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,134366,805105,Thunderstorm Wind,30.78924453,-92.43737612,33.95238166,-88.04970397,#NAME?,384,384,384000,384000,0,254,0,32.3708131,-90.24354005
S825929,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,215,vil,5/7/19 18:59,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,137517,825929,Hail,33.82969792,-103.6738498,37.41374238,-99.58525604,#NAME?,384,384,384000,384000,0,254,0.163265306,35.62172015,-101.6295529
S822895,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,216,vil,6/22/19 3:39,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,137130,822895,Thunderstorm Wind,34.60567414,-86.18358943,37.48125647,-81.30585312,#NAME?,384,384,384000,384000,0,254,0.346938776,36.04346531,-83.74472128
S814193,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,217,vil,5/19/19 22:40,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,135691,814193,Thunderstorm Wind,34.0967759,-121.7038587,38.22638781,-118.4741182,#NAME?,384,384,384000,384000,0,254,0,36.16158186,-120.0889885
S820947,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,218,vil,4/30/19 20:29,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,136690,820947,Hail,32.25748981,-100.953355,35.74561037,-96.82564122,#NAME?,384,384,384000,384000,0,254,0,34.00155009,-98.88949811
S827498,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,219,vil,5/20/19 23:40,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,137355,827498,Thunderstorm Wind,35.73517526,-96.05025562,39.02829595,-91.50977572,#NAME?,384,384,384000,384000,0,254,0,37.38173561,-93.78001567
S824130,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,220,vil,5/24/19 20:18,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,137250,824130,Hail,31.43849417,-103.5606138,35.02108463,-99.58090878,#NAME?,384,384,384000,384000,0,254,0,33.2297894,-101.5707613
S821850,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,221,vil,6/26/19 0:15,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,136955,821850,Thunderstorm Wind,26.01611514,-83.90088075,28.84626569,-79.48459205,#NAME?,384,384,384000,384000,0,254,0,27.43119042,-81.6927364
S837005,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,222,vil,6/1/19 22:45,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,139160,837005,Funnel Cloud,38.38216617,-116.6715313,42.38756392,-113.0385025,#NAME?,384,384,384000,384000,0,254,0,40.38486505,-114.8550169
S806824,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,223,vil,2/15/19 20:09,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,134635,806824,Flood,38.4819863,-125.7442424,42.71928749,-122.647604,#NAME?,384,384,384000,384000,0,184,0,40.6006369,-124.1959232
S838734,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,224,vil,6/12/19 21:32,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,139435,838734,Thunderstorm Wind,37.10069604,-95.94765703,40.3866364,-91.31036599,#NAME?,384,384,384000,384000,0,254,0,38.74366622,-93.62901151
S803598,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,225,vil,3/15/19 0:30,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,134183,803598,Thunderstorm Wind,38.69541993,-84.70790648,41.47959282,-79.43729004,#NAME?,384,384,384000,384000,0,254,0,40.08750638,-82.07259826
S836260,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,226,vil,6/27/19 3:40,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,139034,836260,Flash Flood,35.01973388,-88.95701641,38.01696044,-84.1612686,#NAME?,384,384,384000,384000,0,254,0.137708461,36.51834716,-86.55914251
S825708,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,227,vil,5/6/19 0:21,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,137483,825708,Hail,34.22544586,-103.3088486,37.79620765,-99.18366759,#NAME?,384,384,384000,384000,0,254,0.245693492,36.01082676,-101.2462581
S816052,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,228,vil,4/15/19 3:26,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,134704,816052,Thunderstorm Wind,39.16512408,-80.76246625,41.75383942,-75.28001918,#NAME?,384,384,384000,384000,0,254,0,40.45948175,-78.02124272
S837009,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,229,vil,6/22/19 7:42,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,139153,837009,Thunderstorm Wind,36.59132463,-100.3523404,40.05116561,-95.95582957,#NAME?,384,384,384000,384000,0,254,0.084027003,38.32124512,-98.15408499
S823822,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,230,vil,5/20/19 18:19,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,137246,823822,Hail,35.04672185,-97.14344037,38.38486916,-92.69542185,#NAME?,384,384,384000,384000,0,254,0,36.71579551,-94.91943111
S823852,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,231,vil,6/22/19 9:04,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,137248,823852,Thunderstorm Wind,32.0330719,-82.80406191,34.77006758,-77.98194874,#NAME?,384,384,384000,384000,0,254,0.163265306,33.40156974,-80.39300533
S826362,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,232,vil,5/6/19 19:08,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,137555,826362,Thunderstorm Wind,24.30818962,-82.55210449,27.09263878,-78.18495889,#NAME?,384,384,384000,384000,0,254,0,25.7004142,-80.36853169
S820768,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,233,vil,6/15/19 23:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,136769,820768,Heavy Rain,27.58022985,-84.66610639,30.43248497,-80.18765699,#NAME?,384,384,384000,384000,0,250,0.306122449,29.00635741,-82.42688169
S819453,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,234,vil,5/7/19 22:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,136571,819453,Tornado,40.43457984,-116.2433098,44.43360556,-112.499857,#NAME?,384,384,384000,384000,0,227,0.368344815,42.4340927,-114.3715834
S817502,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,235,vil,5/17/19 0:51,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,136229,817502,Hail,30.52520797,-106.1184595,34.19625663,-102.2836277,#NAME?,384,384,384000,384000,0,254,0.183673469,32.3607323,-104.2010436
S798757,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,236,vil,2/27/19 4:32,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,133503,798757,Flash Flood,28.03612964,-96.96463472,31.38748426,-92.88523434,#NAME?,384,384,384000,384000,0,254,0,29.71180695,-94.92493453
S818815,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,237,vil,4/24/19 2:43,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,135810,818815,Thunderstorm Wind,31.099043,-99.34197093,34.53016457,-95.20611946,#NAME?,384,384,384000,384000,0,254,0,32.81460379,-97.2740452
S817736,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,238,vil,5/17/19 21:43,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,136230,817736,Tornado,28.99151916,-104.4434169,32.60828874,-100.6025184,#NAME?,384,384,384000,384000,0,254,0,30.79990395,-102.5229677
